id,reference,hypothesis,BLEU,chrF++
1763,ज्याप्रमाणे चंद्र आणि पृथ्वीमधील गुरुत्वाकर्षणामुळे समुद्राला भरती येते त्याचप्रमाणे आकाशगंगा आणि धनु आकाशगंगा यादरम्यान गुरुत्वाकर्षण असते,"जसे चंद्राच्या तज्ज्ञांनी पृथ्वीवर ध्रुव निर्माण करून ज्वार निर्माण केला आहे, तसे आकाशगंगा धनुष्याच्या आकाशगंगावर शक्ती वापरते.",2.0244,23.4412
1791,संरचनांवर खुणा किंवा वाक्ये खरडून या स्थळाला विद्रुप करु नका,ग्राफिटीला स्ट्रक्चर्समध्ये चिन्हांकित करून किंवा स्क्रॅच करून साइटचे नुकसान करू नका.,4.0272,16.0200
1761,वयोवृद्ध महिलेला प्रसाधनगृहात जायचे असल्याने फोटोग्राफरनी तिची जागा घेतली मेंडोझाला गोळी घालण्यात आली होती,नंतर फोटोग्राफरने एका वृद्ध महिलेची जागा घेतली कारण तिला शौचालयाची गरज होती. मेन्डोझाला गोळी मारण्यात आली.,5.4012,41.8359
1781,वन्यजीवांचा विचार केल्यास मादागास्कर आतापर्यंत सर्वात मोठे आहे आणि एक स्वतःच खंड आहे,वन्यजीवनाच्या बाबतीत मादागास्कर हा एक खंड आहे आणि सर्वात मोठा आहे.,10.1359,40.5220
1665,गळतीनुसार दस्तऐवज सीमा विवादास संदर्भित करेल जे पॅलेस्टाईनला 1967 च्या मध्ययुद्धापूर्वीच्या सीमांवर आधारित हवे आहे,"या दस्तऐवजामध्ये सीमा वादाचा उल्लेख केला जाईल, जो पॅलेस्टाईनने १९६७ च्या मध्यपूर्व युद्धाच्या आधीच्या सीमेवर आधारित केला होता.",2.5198,33.7143
1717,पाण्याच्या अंतर्गत भागातील टोपोलॉजीमुळे परतीचा प्रवाह थोड्या सखोल भागात केंद्रित केला जातो आणि तेथे खोल पाण्याचा वेगवान प्रवाह तयार होईल,"पाण्याच्या पृष्ठभागाखाली असलेल्या टोपोलॉजीमुळे, परतीचा प्रवाह काही खोल भागांमध्ये केंद्रित असतो आणि तेथे खोल पाण्याकडे जलद प्रवाह तयार होऊ शकतो.",10.3312,51.9265
1714,हा उपग्रह अंतरिक्षात एका रॉकेटद्वारे पाठविण्यात आला होता वैज्ञानिक अंतरिक्षात दुर्बिणी वापरतात कारण पृथ्वीचे वातावरण आपल्याला हव्या असलेल्या प्रकाशात आणि दृश्यांमध्ये काही बाधा आणते,अंतराळात रॉकेटद्वारे उपग्रह पाठवण्यात आला. शास्त्रज्ञ अंतराळात दुर्बिणीचा वापर करतात कारण पृथ्वीचे वातावरण आपल्या काही प्रकाशाचे आणि दृश्याचे विकृत करते.,7.5021,42.9484
1971,वादळी वारे गारांचा वर्षाव अत्याधिक पर्जन्यमान आणि वणवा हे वादळीवारे चक्रीवादळे पूर आणि झंझावात यासारख्या गंभीर हवामानाचे प्रकार आणि परिणाम आहेत,"जोरदार वारा, गारपीट, जास्त पाऊस आणि जंगलातील आग हे गंभीर हवामानाचे स्वरूप आणि परिणाम आहेत जसे की वादळ, चक्रीवादळ, पाण्याचे झरे आणि चक्रीवादळ.",7.0297,34.3966
1796,वालुकाभिंत आणि पुळणी तयार करण्याकरिता या गाळाची आवश्यकता होत जे वन्यजीवांसाठी अधिवास म्हणून कार्य करते,वन्यजीव निवासस्थाने म्हणून काम करणारे वाळूचे तलाव आणि किनारे तयार करण्यासाठी हे ढिगारे आवश्यक होते.,3.2186,29.8336
1914,विसाव्या शतकातील संशोधनात असे दिसून आले आहे की अनुवांशिक भिन्नतेचे 2 समूह/पुल्स आहेत: छुपे आणि व्यक्त,विसाव्या शतकातील संशोधनात असे दिसून आले आहे की अनुवांशिक भिन्नताचे दोन पूल आहेत: लपलेले आणि व्यक्त केलेले.,49.2209,72.7700
1861,परिणामी कलाकार स्टेजवर गांजाचा धूर करतात आणि थिएटर स्वतःच प्रेक्षकांना त्यात सामील होण्यासाठी प्रोत्साहित करत आहे,"परिणामी, कलाकार स्टेजवर गांजाचा धूम्रपान करतात आणि थिएटर स्वतः प्रेक्षकांना सामील होण्यासाठी प्रोत्साहित करत आहे.",36.7334,78.4179
1670,"""त्यांचे औष्णिक वर्तन नेहमी तापमान स्थिर ठेवणाऱ्या पृथ्वीवरील मोठ्या गुहांसारखे नाही पण त्या म्हणजे जमिनीतील खोल भोके असल्यामुळे ते स्थिर असते,"" असे फ्लॅगस्टॉप अॅरिझोना येथील नॉर्दन अॅरिझोना विद्यापीठाच्या युनायटेड स्टेट्स जिओलॉजिकल सर्व्हे usgs अॅस्ट्रोजीऑलॉजी गटाच्या ग्लेन कशिंग यांनी सांगितले.","""त्यांची थर्मल वर्तन पृथ्वीवरील मोठ्या गुहांप्रमाणे स्थिर नसते, जे बर्याचदा स्थिर तापमान राखतात, परंतु हे जमिनीतील खोल ध्रुव असल्याने सुसंगत आहे"", असे युनायटेड स्टेट्स जिओलॉजिकल सर्वे, यूएसजीएस, ज्योतिषशास्त्र टीम आणि नॉर्दर्न ऍरिझोना युनिव्हर्सिटीच्या ग्लेन कुशिंग यांनी सांगितले.",7.5142,42.4687
1788,युएसए जिम्नॅस्टिक्सने युनायटेड स्टेट ऑलिम्पिक कमिटीच्या पत्राला पाठिंबा दर्शवला आहे आणि आपल्या सर्व ॲथलेटसाठी सुरक्षित वातावरणाचा प्रचार करण्याची ऑलिम्पिक कुटुंबाची आवश्यकता मान्य केली आहे,यूएसए जिम्नॅस्टिक युनायटेड स्टेट्स ऑलिम्पिक कमिटीच्या पत्राला पाठिंबा देते आणि आमच्या सर्व खेळाडूंसाठी सुरक्षित वातावरणास प्रोत्साहन देण्यासाठी ऑलिम्पिक कुटुंबाची पूर्ण गरज स्वीकारते.,13.3364,53.2087
1927,अॅगल २००६ संस्था या उच्चतम कामगिरी करण्यासाठी कॉंटिअम अॅप्रोच अखंडतेचा दृष्टीकोन ची एक पद्धत म्हणून वापर करत असल्यासंबंधी माहिती देते,एंजेल २००६ मध्ये 'कंटिन्युम अॅप्रोच' या पद्धतीचा वापर संघटनांना उच्च पातळीवर कामगिरी करण्यास मदत करण्यासाठी केला जातो.,2.8738,30.5724
1703,मार्टेलीने काल 9 सदस्यांच्या नवीन प्रोविजनल इलेक्टोरल काउन्सिलमध्ये सीईपी शपथ घेतली,मार्टेली यांनी काल नऊ सदस्यांच्या नव्या तात्पुरत्या निवडणूक परिषदेत शपथ घेतली.,8.0545,33.1410
1879,एखादी व्यक्ती असेही आश्चर्य व्यक्त करू शकते की एखादा नवीन शब्द आल्यास कीबोर्डवर कसा लिहिला जाईल,जेव्हा काहीतरी नवीन येईल तेव्हा कीबोर्ड काय होईल हे फक्त आश्चर्य वाटू शकते.,3.2399,22.1658
1737,सिंह सर्वाधिक सामाजिक मांजरी आहेत ज्या प्राइड्स नावाच्या मोठ्या समूहात राहतात,"सिंह हे सर्वात सामाजिक मांजरे आहेत, जे प्राइड्स नावाच्या मोठ्या गटांमध्ये राहतात.",13.0651,55.7100
1901,जरी ai मागे शास्त्रियदृष्ट्या कल्पित गोष्ट असा अर्थ असला तरी ai काँप्युटर सायन्समधील एक अतिशय महत्त्वाची शाखा आहे जी यंत्रांचे वर्तन शिकण्याची क्रिया आणि जुळवून घेण्याची प्रक्रिया यांच्याशी संबंधित आहे,"जरी एआयला विज्ञान कल्पनारम्य म्हणून एक मजबूत अर्थ आहे, तरी एआय संगणक विज्ञानाची एक अतिशय महत्वाची शाखा आहे, जी वर्तन शिकणे आणि मशीनमध्ये बुद्धिमान अनुकूलन हाताळते.",4.5278,25.8848
1952,जे कोणी उंच भागात किंवा पर्वतांवरील रस्त्यावरून गाडी चालवणार आहेत त्यांनी हिम बर्फ किंवा गोठणबिंदूखालील तापमानाची शक्यता विचारात घ्यावी,"उच्च अक्षांशात किंवा डोंगराच्या पलीकडे वाहन चालवणार्या प्रत्येकाने बर्फ, बर्फ किंवा थंड तापमानाच्या शक्यतेचा विचार केला पाहिजे.",4.4808,27.2670
1900,खरेतर हे अस्तित्वात आहे हे एखाद्याला माहिती असले तरी ते शोधणे अजिबात सोपे नाही एकदा गुहेच्या आत गेल्यानंतर ते पूर्णपणे विलगीकरण केल्यासारखे आहे,"खरं तर, ते शोधणे सोपे नाही, जरी एखाद्याला माहित असेल की ते अस्तित्वात आहे. एकदा गुहेत, ते पूर्णपणे वेगळं आहे.",6.5240,43.3644
1967,"""लेटन यांनी पंतप्रधान यांच्यासोबत सभेमध्ये पुराणमतवादी यांच्या पर्यावरण कायद्यामध्ये अनेक बदल सुचवले आहेत  पुराणमतवादी पक्षाचा पर्यावरण कायदा प्रारूप याचे   तपशीलवार आणि पूर्णत: पुनर्लेखन"" व्हावे अशी मागणी केली आहे.   ",कंजर्वेटिव्ह पक्षाच्या पर्यावरण विधेयकावर पूर्णतः पुनर्लेखन करण्याची मागणी करत लेटन यांनी पीएमशी झालेल्या बैठकीत कंजर्वेटिव्ह पक्षाच्या पर्यावरण विधेयकावर बदल करण्याची मागणी केली होती.,3.9051,30.1518
1663,कोकामो दरी चिलीमधील प्रमुख चढाईचे ठिकाण जिथे ग्रॅनाईट च्या वेगवेगळ्या भिंती आणि सुळके आहेत जे दक्षिण अमेरिकेचे योसेमाईट म्हणून ओळखले जाते,"काचोमो व्हॅली, चिलीचे प्रमुख गिर्यारोहण गंतव्यस्थान, दक्षिण अमेरिकेच्या योस्माई म्हणून ओळखले जाते, ज्यात विविध प्रकारच्या ग्रेनाइट-ईंट मोठ्या भिंती आणि खडक आहेत.",7.9290,38.2437
1888,पुन्हा प्रवेशाचा धक्का संस्कृतीच्या धक्क्यापेक्षा लवकर येतो हनीमूनचा टप्पा कमी असतो जास्त काळ टिकतो आणि अधिक गंभीर असू शकतो,"पुनरागमन शॉक संस्कृतीच्या शॉकपेक्षा लवकर येतो, हनीमूनचा टप्पा कमी असतो, तो जास्त काळ टिकतो आणि अधिक गंभीर असू शकतो.",46.0866,69.9983
1800,पूल सप्टेंबर 2017 मध्ये पूर्णतः कार्यान्वित होणार आहे जेव्हा ब्राझिलियन कस्टम चेकपॉइंट्स समाप्त होण्याची अपेक्षा आहे,ब्राझीलच्या सीमाशुल्क तपासणी केंद्रांचे काम पूर्ण झाल्यावर सप्टेंबर 2017 मध्ये हा पूल पूर्णपणे कार्यान्वित होण्याची शक्यता आहे.,9.8808,40.3208
1764,उपस्थित असणारे लोक इतके अधिक होते की प्रत्येक सेंट पीटर चौकात अंत्यविधीसाठी जागा मिळणे शक्य नव्हते,उपस्थित लोकांची संख्या इतकी मोठी होती की प्रत्येकाला सेंट पीटर स्क्वेअरमध्ये अंत्यसंस्कारासाठी प्रवेश मिळणे शक्य नव्हते.,11.6439,43.3836
1766,काही अणुंचे केंद्रक अस्थिर असते याचा अर्थ ते थोड्या धक्क्याने किंवात्याशिवायही फुटण्याची शक्यता असते,"काही अणूंमध्ये अस्थिर नाभिक असतात, याचा अर्थ ते थोडेसे किंवा अजिबात धक्का न लावता तुटतात.",9.6726,32.1114
1897,उत्तरेमध्ये हा प्रभाग सहेल ने वेढला आहे आणि दक्षिण आणि पश्चिमेमध्ये अटलांटिक महासागराने,उत्तरेस हा प्रदेश साहेल आणि दक्षिणेस आणि पश्चिमेस अटलांटिक महासागराने वेढलेला आहे.,8.1309,51.3073
1821,मेंदूची पॅथॉलॉजी आणि त्याची वर्तणूक यांमधील परस्परसंबंध शास्त्रज्ञांना त्यांच्या शोधामध्ये सहाय्य करते,मेंदूच्या पॅथॉलॉजी आणि वर्तन यांच्यातील संबंध शास्त्रज्ञांना त्यांच्या संशोधनात मदत करतो.,9.5785,45.5817
1953,त्याला त्यानंतर अ‍ॅडनब्रूक हॉस्पिटल केंब्रिज इथे पुन्हा हलवण्यात आले,त्यानंतर त्याला केंब्रिज येथील अॅडेनब्रूक्स रुग्णालयात हलवण्यात आले.,11.9901,45.3602
1973,"""मात्र विषुवतृत्ताच्या उत्तरेकडे ""उच्च उष्ण कटिबंधा""""मध्ये ठेवल्यामुळे तुम्हाला उष्णता कायम आणि प्रखर सूर्य जेव्हा आकाश निरभ्र असते खूप क्वचित या दोन्हीशीही जुळवून घ्यावे लागते.","उच्च उष्णकटिबंधीय भागात, भूमध्य रेषेच्या उत्तरेस फक्त काही अंश अंतरावर, तुम्हाला नेहमी उष्णता आणि सूर्यप्रकाशाशी सामोरे जावे लागेल जेव्हा आकाश स्पष्ट असेल, अधिक क्वचितच.",3.4011,32.3034
1985,हे संबंधित आहे परंतु सामान्यत अल्पाइन स्टाईल स्की टूरिंग किंवा पर्वतारोहणात यांचा समावेश नसतो नंतर लोकांनी उतार असलेल्या प्रदेशात स्कीइंग केले तसेच यासाठी जास्त स्किफर स्की आणि बूट आवश्यक असतात,"अल्पाइन-शैलीतील स्की टूर किंवा डोंगरावर चढणे याशी संबंधित आहे परंतु सामान्यतः त्यात सामील नाही, नंतरचे खडकाळ भूभागामध्ये केले जाते आणि खूपच कठोर स्की आणि बूट आवश्यक असतात.",16.8543,38.6462
1781,वन्यजीवांचा विचार केल्यास मादागास्कर आतापर्यंत सर्वात मोठे आहे आणि एक स्वतःच खंड आहे,वन्यजीवनाच्या बाबतीत मादागास्कर हा आतापर्यंतचा सर्वात मोठा आणि एक खंड आहे.,9.7528,44.6366
1675,सर्व संज्ञा तुमच्यासाठी sie या शब्दाबरोबरच अगदी वाक्याच्या मध्यभागी असले तरीही नेहमी मोठ्या लिपीने सुरू होतात,'यू' साठी 'सी' या शब्दासह सर्व संज्ञा नेहमी एका वाक्याच्या मध्यभागीही मोठ्या अक्षराने सुरू होतात.,8.2260,46.7617
1726,स्थानांना प्रत्यक्ष भेट देणे हा वर्गशिक्षणातील फार मोठा भाग आहे अनेकदा शिक्षिकेला आपल्या विद्यार्थ्यांना अशा ठिकाणी न्यायचे असते जिथे बसने जाण्याचा पर्याय उपलब्ध नसतो,फील्ड ट्रिप हा कोणत्याही वर्गात मोठा भाग आहे. बर्याचदा शिक्षिका आपल्या विद्यार्थ्यांना अशा ठिकाणी घेऊन जायला आवडेल जिथे बस ट्रिप पर्याय नाही.,15.5732,41.5658
1921,दुसऱ्या बाजूला बर्फ आणि हिम असण्याची परिस्थिती अनेक देशांमध्ये सामान्य आहे आणि वर्षभर कोणत्याही अडथळ्याशिवाय रहदारी सुरू असते,"दुसरीकडे, अनेक देशांमध्ये बर्फाचे आणि बर्फाचे वातावरण सामान्य आहे आणि वाहतूक वर्षभर जवळजवळ अखंडपणे सुरू असते.",12.5122,38.7121
1715,मेट्रोमध्ये नियमित उद्घोषणा केवळ कॅटालनमध्ये केल्या जातात परंतु अनियोजित खंडांची घोषणा स्पॅनिश इंग्लिश फ्रेंच अरेबिक आणि जपानीसह अनेकविध प्रकारच्या भाषांमधून एका स्वयंचलित यंत्रणेद्वारे केल्या जातात,"मेट्रोमध्ये नियमित घोषणा केवळ कॅटलान भाषेत केल्या जातात, परंतु नियोजित व्यत्यय स्पॅनिश, इंग्रजी, फ्रेंच, अरबी आणि जपानी यासह विविध भाषांमध्ये स्वयंचलित प्रणालीद्वारे घोषित केले जातात.",4.6214,44.0703
1856,"""फिनलँड हे नौकाविहारासाठी एक उत्तम स्थान आहे. ""हजार तलावांच्या भूमी"" म्हणून ओळखल्या जाणाऱ्या या ठिकाणी तलावांमध्ये आणि किनारपट्टीलगतच्या द्वीपसमूहांवर हजारो बेटेदेखील आहेत.","फिनलंड हे एक महान नौकायन गंतव्यस्थान आहे, हजारो तलावांच्या भूमीत हजारो बेटे आहेत, तलाव आणि किनारपट्टीच्या द्वीपसमूहांमध्ये.",2.2691,37.8548
1869,त्याचा लांब जबडा 70 पेक्षा अधिक तीक्ष्ण दातांनी भरलेला होता त्याच्या तोंडाच्या वरच्या भागात एक अतिरिक्त संच याचा अर्थ त्याच्या मार्गात जो कोणी येईल त्याला कोणतीही सुटका नाही,"त्याच्या लांब जबड्यांमध्ये ७० हून अधिक धारदार दात होते आणि त्याच्या तोंडाच्या छतावर एक अतिरिक्त सेट होता, याचा अर्थ असा की त्याच्या मार्गावरुन जाणारी कोणतीही गोष्ट पळून जाऊ शकत नव्हती.",4.6757,41.3133
1844,चंद्राचा पृष्ठभाग खडक आणि धूळ यांनी बनलेला आहे चंद्राच्या बाह्य थराला क्रस्ट म्हणतात,चंद्राची पृष्ठभाग खडक आणि धूळने बनलेली आहे. चंद्राच्या बाहेरील थराला क्रस्ट म्हणतात.,19.1041,63.9922
1951,2002 मध्ये नायरागोंगो ज्वालामुखीतील शीलारसामुळे गोमा नष्ट झाला ज्यामुळे विशेषत शहराच्या मध्यभागी असलेले शहरातील बहुतेक रस्ते उध्वस्त झाले,"२००२ मध्ये, निरेंगोगो ज्वालामुखीच्या लावाने गोमा नष्ट झाला ज्याने शहराच्या बहुतेक रस्त्यांना, विशेषतः शहराच्या मध्यभागी दफन केले.",9.7481,44.3521
1738,पाण्यात शिरलेल्या कोणत्याही गोष्टीवर त्याने हल्ला केला अगदी टी रेक्ससारखा प्रचंड डायनासोरची देखील त्याच्याशी तुलना होऊ शकत नाही,"पाण्यात प्रवेश करणाऱ्या कोणत्याही वस्तूवरही हल्ला केला, टी-रेक्स सारख्या राक्षस डायनासोरलाही त्याचा सामना करता येणार नाही.",5.4012,34.8536
1661,चीनच्या आर्थिक आउटपुटवर आधारित ते ठरवले जाईल असे म्हणून त्यांनी कटसाठी कोणतीही संख्या ठरवली नाही,"चीनच्या आर्थिक उत्पादनाच्या आधारे ही कपात केली जाईल, असे सांगून त्यांनी कपातीची आकडेवारी निश्चित केली नाही.",5.6530,34.0533
1983,सभ्यता हा शब्द लॅटिन नागरिकांकडून आला आहे म्हणजे नागरी लॅटिन नगराशी संबंधित याचा अर्थ नागरिक आणि नागरी याचा अर्थ शहर किंवा नगर-राज्य असा आहे आणि ते काही प्रमाणात समाजाचा विस्तारहीपरिभाषित करतात,"""नागरीकरण हा शब्द लॅटिन """"सिविल"""" या शब्दापासून आला आहे, ज्याचा अर्थ """"नागरीक"""" आणि """"सिविटास"""" या शब्दांशी संबंधित आहे, ज्याचा अर्थ """"शहर"""" किंवा """"शहर राज्य"""" आहे.""",4.2481,29.9977
1745,"""वनस्पती त्यांच्या नैसर्गिक पर्यावरणामध्ये सर्वोत्तम दिसतात म्हणून फक्त ""1 नमुना"" सुद्धा काढण्याचा मोह टाळा. ","नैसर्गिक वातावरणात असताना वनस्पती सर्वोत्तम दिसतात, म्हणून फक्त एक नमुना काढून टाकण्याच्या प्रलोभनाला प्रतिकार करा.",7.2529,41.5510
1863,तिबेटी ध्यान धारणेचे केंद्रस्थान म्हणजे देव योग विविध देवतांच्या दर्शनाद्वारे ऊर्जा वाहिन्या पवित्र केल्या जातात चक्र कार्यान्वित केली जातात आणि आत्मज्ञान चैतन्य निर्माण होते,"तिबेटी ध्यानशास्त्राचा केंद्रबिंदू म्हणजे देवता योग. विविध देवतांच्या दृश्यात्मकतेद्वारे, ऊर्जा मार्ग स्वच्छ केले जातात, चक्र सक्रिय केले जातात आणि प्रबुद्धता चेतना निर्माण केली जाते.",4.9707,41.2713
1960,"""तो त्याच्या 20 व्या दशकात वयस्कर होता. एका निवेदनात बायबर म्हणाले की ""मी या दुर्दैवी दुर्घटनेत हजर नव्हतो किंवा थेट सामील नसलो तरी माझे विचार आणि प्रार्थना पीडित कुटुंबासमवेत आहेत.""""","""बीबर यांनी एका निवेदनात म्हटले आहे की, """"मी या दुर्घटनेत प्रत्यक्ष सहभागी नव्हतो, पण माझे विचार आणि प्रार्थना पीडितेच्या कुटुंबासोबत आहेत.""",14.1171,40.9459
1901,जरी ai मागे शास्त्रियदृष्ट्या कल्पित गोष्ट असा अर्थ असला तरी ai काँप्युटर सायन्समधील एक अतिशय महत्त्वाची शाखा आहे जी यंत्रांचे वर्तन शिकण्याची क्रिया आणि जुळवून घेण्याची प्रक्रिया यांच्याशी संबंधित आहे,"जरी एआयला विज्ञान कल्पनारम्यचा मजबूत अर्थ असले तरी, एआय संगणक विज्ञानाची एक अतिशय महत्वाची शाखा आहे, जी मशीनमध्ये वर्तन, शिक्षण आणि बुद्धिमान अनुकूलन हाताळते.",4.4219,25.7199
1886,प्राचीन संस्कृती आणि जमाती दूध केस मांस आणि त्वचांसाठी सहज उपलब्ध म्हणून त्यांना पाळायला सुरुवात केली,"प्राचीन संस्कृती आणि जमातींनी दूध, केस, मांस आणि त्वचेपर्यंत सहज प्रवेश करण्यासाठी त्यांना ठेवण्यास सुरुवात केली.",12.4010,54.0437
1989,ते अनेक देशांच्या नोटांच्या कोरीव कामात देखील व्यस्त होते नवीन कॅनेडियन $5 आणि $100 बिल्सच्या अग्रभागी असलेले पंतप्रधानांचे पोर्ट्रेट हे त्यांच्या अलीकडील कामाचे उदाहरण आहे,कॅनेडियन नोटांच्या आघाडीवर पंतप्रधानांचे चित्र,0.1726,16.6914
1910,पॅरिसवासीयांची अहंकारी उद्धट आणि गर्विष्ठ असण्याची ख्याती आहे,"पॅरिसचे लोक अहंकारी, असभ्य आणि अहंकारी म्हणून ओळखले जातात.",4.4569,19.3060
1724,याची लक्झरीचे केंद्र म्हणून सुमारे 400 a.d. मध्ये ख्याती सुरू झाली आणि ती सुमारे 1100 a.d पर्यंत टिकली,लक्झरीच्या केंद्रस्थानी असल्याची ही प्रसिद्धी सुमारे चारशे एडीमध्ये सुरू झाली आणि सुमारे एकोणीसशे एडीपर्यंत टिकली.,7.2644,40.6735
1817,शेंजेन झोन असला तरी याबाबतीत काही प्रमाणात एखाद्या देशासारखा कार्य करतो,"तथापि, शेंगेन झोन या संदर्भात काही प्रमाणात एका देशासारखा काम करतो.",7.7686,42.9852
1997,"तथापि क्षय असणाऱ्या लोकांच्या समूहामध्ये एक्सडीआर-टीबी ची टक्केवारी अद्याप तरी कमी वाटते दक्षिण आफ्रिकेमध्ये संक्रमित झालेल्या एकूण 330,000 लोकांपैकी एकावेळी 6,000 जणांना","तथापि, क्षयरोगाच्या संपूर्ण गटात एक्सडीआरटीबीची टक्केवारी अजूनही कमी आहे असे दिसते. दक्षिण आफ्रिकेत कोणत्याही विशिष्ट क्षणी संक्रमित झालेल्या एकूण 330,000 लोकांपैकी 6,000 लोक.",16.0820,49.2457
1892,ही जागा ब्रिटिश वसाहतकारांनी त्यांची म्हणून घेतली आणि म्हणून तुम्ही प्रदेशाच्या वसाहतवादी भूतकाळाच्या पुराव्यांचा शोध घेत असाल तर सुरुवात करण्यासाठी ही सुयोग्य जागा आहे,ब्रिटीश वसाहतींनी हे ठिकाण स्वतःचे केले आणि जर तुम्ही या प्रदेशाच्या वसाहतीच्या भूतकाळाचे पुरावे शोधत असाल तर हे सुरू करण्यासाठी एक चांगले ठिकाण आहे.,4.1203,33.9120
1833,अरिस्टॉटल या तत्ववेत्त्याने असा सिद्धांत मांडला आहे की सर्व काही 1 किंवा 4 पेक्षा अधिक मूलद्रव्यांनी बनलेले आहे ती मूलद्रव्ये पृथ्वी पाणी हवा आणि अग्नि होते,"अरिस्टोटल या तत्त्वज्ञाने असा सिद्धांत मांडला होता की प्रत्येक गोष्ट एक किंवा अधिक चार घटकांच्या मिश्रणापासून बनविली जाते ते पृथ्वी, पाणी, हवा आणि आग होते.",7.7796,37.6953
1931,ही सेवा बऱ्याचदा जहाज सेवे कडून वापरली जाते आरामदायी विमानांसह त्याच बरोबर ज्यांना दूरस्थ डेटा आणि आवाजाची आवश्यकता असते,"या सेवेचा वापर अनेकदा शिपिंगद्वारे केला जातो, ज्यात मनोरंजनाच्या जहाजांचा समावेश आहे, तसेच दूरस्थ डेटा आणि आवाज गरजा असलेल्या मोहिमांचा समावेश आहे.",5.6067,28.7621
2001,पर्यटकांनी त्यांच्या भागाला बाधित करणाऱ्या तीव्र हवामानाची कोणतीही जोखीम जाणून घ्यावी कारण त्यांच्या कोणत्याही प्रवास योजना बाधित होऊ शकतात,प्रवाशांना त्यांच्या क्षेत्रावर परिणाम करणाऱ्या कोणत्याही गंभीर हवामानाच्या धोक्याची जाणीव ठेवण्याचे जोरदार सल्ला दिले जाते कारण ते कोणत्याही प्रवासाच्या योजनांवर परिणाम करू शकतात.,2.3526,36.7669
1819,प्राचीन चीनकडे कालावधी दाखवण्याचा विलक्षण मार्ग होता चीनचा प्रत्येक टप्पा किंवा सत्तारुढ कुटुंब विशिष्ट वंशाचे होते,प्राचीन चीनमध्ये वेगवेगळ्या कालखंडांना दर्शविण्याचा एक अनोखा मार्ग होता. चीनचा प्रत्येक टप्पा किंवा सत्ताधारी प्रत्येक कुटुंब एक विशिष्ट राजवंश होता.,14.2307,51.2100
1754,वरचा कठीण थर पातळ असल्यामुळे जवळच्या भागात आणखी मारिया असू शकतात लाव्हारसासाठी पृष्ठभागापर्यंत उसळणे सोपे होते,जवळच्या बाजूला अधिक मारिया असू शकते कारण कवच पातळ आहे. लावा पृष्ठभागावर उगवणे सोपे होते.,7.1586,35.0092
1662,मिश्रधातू हे मुळात 2 किंवा अधिक धातूंचे मिश्रण आहे आवर्त सारणीमध्ये अनेक मूलद्रव्ये आहेत हे विसरू नका,मिश्र धातु हे मुळात दोन किंवा त्यापेक्षा जास्त धातूंचे मिश्रण आहे. आवर्त सारणीवर अनेक घटक आहेत हे विसरू नका.,19.6922,56.1064
1785,स्कॅफोल्डिंग ही एक अध्ययनाची पद्धत नाही तर नवे अध्ययन अनुभव घेणाऱ्या जसे कि संगणक प्रोग्राम किंवा एखादा नवीन प्रकल्प सुरु करणे अशातून जाणाऱ्या व्यक्तींना मदत करण्याचे एक साधन आहे,स्काफोलडिंग ही शिकण्याची पद्धत नाही तर नवीन संगणक प्रोग्राम वापरणे किंवा नवीन प्रकल्प सुरू करणे यासारख्या नवीन शिकण्याच्या अनुभवाखाली असलेल्या व्यक्तींना समर्थन देणारी मदत आहे.,8.2209,44.3270
1898,"""""""तो [वेल्स] मुळात आमच्याशी सुरुवातीपासूनच खोटे बोलला. प्रथम हे कायदेशीर कारणांसाठी होते असा अभिनय करून. दुसरे म्हणजे त्याची कला हटविण्यापासून तो आमचे ऐकत असल्याचे भासवून.""""","तो सुरुवातीलाच आम्हाला खोटं बोलला, प्रथम कायदेशीर कारणास्तव असे वागून, दुसरे म्हणजे तो आपल्या कला हटवण्यापर्यंत आमचे ऐकत होता असे भासवून.",4.0983,35.8463
